"record id","file/path or line","exact claim","official source","access date","direct support","status","correction","finding ID"
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / note","Applied for through Alberta Student Aid — one application covers this and the Alberta grant.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / applyText","Apply through your provincial student aid","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / source","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.about","A federal grant (not a loan) to help post-secondary students with a permanent or persistent disability with the general costs of school.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.steps[0]","Create an Alberta Student Aid account.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.steps[1]","Apply for student aid for your program.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.steps[2]","Complete the disability section and submit a Schedule 4 + medical documentation the first time.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.documents[0]","Proof of your disability (e.g. assessment or a completed Schedule 4)","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.documents[1]","Enrolment in a designated post-secondary program","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.tips[0]","One Alberta Student Aid application covers the federal grants AND the Alberta grant — you don't apply separately.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.tips[1]","You only need to submit disability documentation once, not every year.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Partial","Unsupported","Add PPD re-verification/attestation exceptions and explain that a new Schedule 4 is required when requesting services/equipment or some reduced-load approvals.","DATA-40"
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.time","Assessed with your student aid application.","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Partial","Manual follow-up required","Use the official live processing statement or say that no service standard is published.",""
"csg-disability","public/data.js:1146 / BENEFITS[csg-disability] / detail.phone","Alberta Student Aid: 1-855-606-2096","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / name","Canada Student Grant — Services & Equipment","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / level","Federal","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / category","Education","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / amount","Up to $20,000 / year","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / summary","Covers assistive technology, note-taking, tutoring, coaching and other supports for students with disabilities.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / requires[0]","student","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / requires[1]","disabilityDoc","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / requires[2]","notBcStudentAidDuplicate","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / note","Covers a lot: assistive tech, tutors, note-takers, learning coaches, specialized transportation and more.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","No","Unsupported","Remove specialized transportation from the federal CSG-DSE list; Alberta identifies disability-related transportation under the provincial grant route when applicable.","DATA-41"
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / applyText","Apply through your provincial student aid","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / source","https://www.canada.ca/en/employment-social-development/services/education/grants/disabilities.html","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.about","A large grant that pays for the specific services and equipment a student needs because of their disability — from screen readers and hearing supports to coaching, tutoring and note-taking.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.steps[0]","Apply through Alberta Student Aid and complete the disability section.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.steps[1]","Work with your school's Accessibility / Disability Services office to identify what you need.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.steps[2]","Submit quotes or a recommendation for the equipment/services.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.documents[0]","Disability documentation on file","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.documents[1]","A recommendation or quote for the specific supports (often via your school's accessibility office)","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.tips[0]","Your campus Accessibility Services office does this all the time — go to them first; they'll guide the paperwork.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.tips[1]","Can cover ADHD/learning coaching, tutoring, and organization tools, not just physical equipment.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.time","Assessed with your student aid application.","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Partial","Manual follow-up required","Use the official live processing statement or say that no service standard is published.",""
"csg-dse","public/data.js:1181 / BENEFITS[csg-dse] / detail.phone","Alberta Student Aid: 1-855-606-2096","https://www.canada.ca/en/services/benefits/education/student-aid/grants-loans/disabilities-service-equipment.html | https://studentaid.alberta.ca/student-aid-funding-guide/loans-and-grants-funding-guide/students-with-disabilities/students-with-disabilities-and-required-documentation/","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / needsPractitioner","true","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / name","Assured Income for the Severely Handicapped (AISH)","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / level","Alberta","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / category","Money","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / amount","Monthly living allowance + health and personal benefits","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / summary","Alberta disability income assistance for people whose permanent disability prevents employment.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / requires[0]","adult","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / requires[1]","ab","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / requires[2]","citizenPR","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / requires[3]","severePermanent","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / requires[4]","lowIncome","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / note","AISH is for a severe, permanent disability that prevents employment. Alberta now uses one application to assess both AISH and ADAP — submit it once, not separately for each program.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / applyText","Apply for Alberta disability income assistance","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / applyUrl","https://www.alberta.ca/aish-how-to-apply","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / source","https://www.alberta.ca/aish-eligibility","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.about","AISH is Alberta disability income assistance for adults whose severe, permanent disability prevents employment. It includes a monthly living allowance and may include health and personal benefits.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.steps[0]","Use Alberta's combined AISH/ADAP application — it assesses which program fits; you do not make two separate applications.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.steps[1]","Complete your part and arrange the required medical report with a medical professional registered in Alberta.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.steps[2]","Submit online, or use the application options Alberta Supports provides if online is not workable for you.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.documents[0]","Medical report showing how a severe, permanent impairment prevents employment","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.documents[1]","Proof of Alberta residency + Canadian citizenship / PR","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.documents[2]","Financial details (income and assets)","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Yes","Verified","",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.tips[0]","The medical form should focus on how your condition limits your ability to EARN A LIVING, not just the diagnosis.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.tips[1]","The combined application assesses AISH and ADAP. Alberta, not this tool, decides the program and benefit amount.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.tips[2]","Use Alberta's AISH/ADAP benefit estimator for a household-specific estimate before relying on any amount.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.time","Ask Alberta Supports for the current processing time.","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Partial","Manual follow-up required","Use the official live processing statement or say that no service standard is published.",""
"aish","public/data.js:1218 / BENEFITS[aish] / detail.phone","Alberta Supports: 1-877-759-6810","https://www.alberta.ca/aish-eligibility | https://www.alberta.ca/how-to-apply-for-aish-and-adap | https://www.alberta.ca/aish-apply-for-federal-disability-supports","2026-07-22","Partial","Unsupported","Label 1-877-759-6810 as the DIA application-status line. Use 1-877-644-9992 for Alberta Supports help with the online DIA application.","DATA-09"
"adap","public/data.js:1255 / BENEFITS[adap] / needsPractitioner","true","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / name","Alberta Disability Assistance Program (ADAP)","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / level","Alberta","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / category","Money","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / amount","Up to $1,740/month + health, personal and employment benefits","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / summary","Alberta disability income assistance when a severe disability significantly impedes employment, including episodically.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / requires[0]","adult","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / requires[1]","ab","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / requires[2]","citizenPR","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / requires[3]","lowIncome","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / requires[4]","disabilityDoc","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / note","The same combined application assesses ADAP and AISH. This guide can only flag that ADAP may be worth asking about — Alberta makes the eligibility decision.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / applyText","Apply for Alberta disability income assistance","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / applyUrl","https://www.alberta.ca/aish-how-to-apply","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / source","https://www.alberta.ca/alberta-disability-assistance-program","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.about","ADAP is Alberta disability income assistance for adults whose severe disability significantly impedes employment continuously or episodically. It can include a core monthly financial benefit, health benefits, personal benefits and employment supports.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.steps[0]","Use Alberta's combined AISH/ADAP application — it assesses which program fits; you do not make two separate applications.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.steps[1]","Complete your part and arrange the required medical report with a medical professional registered in Alberta.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.steps[2]","Provide the residency, status and financial information requested by Alberta Supports.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.documents[0]","Medical report describing how the disability significantly impedes employment","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.documents[1]","Proof of Alberta residency + Canadian citizenship / PR","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.documents[2]","Financial details (income and assets)","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Yes","Verified","",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.tips[0]","Describe functional limits and fluctuating or episodic barriers — not only your diagnosis name.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.tips[1]","One application is enough: Alberta decides whether AISH or ADAP is the appropriate program.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.tips[2]","Use Alberta's AISH/ADAP benefit estimator for a household-specific estimate before relying on any amount.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Partial","Manual follow-up required","Separate practical AbilityFinder advice from facts directly stated by the program owner.",""
"adap","public/data.js:1255 / BENEFITS[adap] / detail.time","Ask Alberta Supports for the current processing time.","https://www.alberta.ca/alberta-disability-assistance-program | https://www.alberta.ca/how-to-apply-for-aish-and-adap","2026-07-22","Partial","Manual follow-up required","Use the official live processing statement or say that no service standard is published.",""
