"dataset","record_id","field_path","claim","official_source_urls","accessed_date","direct_support","status","correction_needed","finding_id"
"BENEFITS","adult-health-benefit","public/data.js:requires[0]","adult","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Matcher predicate 'adult' is only a proxy; Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:requires[1]","ab","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Matcher predicate 'ab' is only a proxy; Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:requires[2]","lowIncome","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Matcher predicate 'lowIncome' is only a proxy; Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.about","Ongoing health coverage for adults and families with lower incomes — prescription drugs, dental, optical, emergency ambulance, and diabetic supplies — at no monthly premium.","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","no","unsupported","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.steps[0]","Check the income guidelines on the page.","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.steps[1]","Complete the Alberta Adult Health Benefit application.","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.steps[2]","Submit it with proof of income.","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.documents[0]","Proof of income (e.g. tax assessment)","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.documents[1]","Alberta Health Care number","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.tips[0]","If you leave AISH or Income Support because you started working, you may keep this coverage — ask specifically.","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.time","A few weeks to process.","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","no","unsupported","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","adult-health-benefit","public/data.js:detail.phone","Alberta Supports: 1-877-644-9992","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","no","unsupported","Add pregnancy, high ongoing drug need, or qualifying exit-from-assistance route plus status/residency; use official Health Benefits contact and no invented processing time.","ABFED-02; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:name","Alberta Child Health Benefit","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","yes","verified","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:level","Alberta","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","yes","verified","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:amount","Free prescriptions, dental, optical for kids","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:summary","Health coverage for children in lower-income families — including prescriptions, dental and eye care.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:note","Covers medication, dental and eye care for children in lower-income households.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:applyUrl","https://www.alberta.ca/alberta-child-health-benefit","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","yes","verified","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:source","https://www.alberta.ca/alberta-child-health-benefit","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","yes","verified","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:requires[0]","child","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Matcher predicate 'child' is only a proxy; Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:requires[1]","ab","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Matcher predicate 'ab' is only a proxy; Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:requires[2]","lowIncome","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Matcher predicate 'lowIncome' is only a proxy; Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.about","Health coverage for children up to 18 (or 19 if in school) in lower-income Alberta families — prescriptions, dental, optical, and more, with no premium.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.steps[0]","Check the income guidelines.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.steps[1]","Complete the Alberta Child Health Benefit application.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.steps[2]","Submit with proof of income.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.documents[0]","Proof of family income","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.documents[1]","Your children's Alberta Health Care numbers","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.tips[0]","One application can cover all the children in your household.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.time","A few weeks to process.","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","no","unsupported","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","child-health-benefit","public/data.js:detail.phone","Alberta Supports: 1-877-644-9992","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","no","unsupported","Add 18/19 high-school extension, citizen/PR/residency and excluded existing-benefit categories; use official Health Benefits contact and no invented processing time.","ABFED-09; ABFED-10"
"BENEFITS","parking-placard","public/data.js:name","Disability Parking Placard","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:level","Alberta","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:amount","Low-cost accessible parking permit","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","no","unsupported","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:summary","A placard that lets you use accessible parking spaces.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:note","For people who can't walk more than about 50 metres, or whose vision loss makes moving around parking areas unsafe.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:applyUrl","https://www.alberta.ca/get-parking-placard-people-disabilities","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:source","https://www.alberta.ca/parking-placard-disabilities","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:requires[0]","ab","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","partial","ambiguous","Matcher predicate 'ab' is only a proxy; Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:requires[1]","mobility","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","partial","ambiguous","Matcher predicate 'mobility' is only a proxy; Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.about","A permit that lets you park in designated accessible spaces. Blue placards are for long-term disabilities (valid 5 years); red placards are for temporary ones (3–12 months).","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.steps[0]","Get the application form and have a medical practitioner complete their section.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.steps[1]","Take it to any registry agent (e.g. an AMA centre).","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.documents[0]","Application form with the medical section completed","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.documents[1]","Government-issued ID","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.tips[0]","You don't need to own a vehicle — the placard belongs to you, not a car.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.tips[1]","The medical section can be completed by a physician, occupational therapist, physiotherapist, surgeon, podiatrist, nurse practitioner or chiropractor.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.time","Issued at the registry, often same-day.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","no","unsupported","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","parking-placard","public/data.js:detail.phone","Any Alberta registry agent","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Require the official vision-related safe-navigation functional limit; remove unsupported low-cost and often-same-day claims.","ABFED-06"
"BENEFITS","airdrie-fair-access","public/data.js:name","Airdrie Fair Access","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:level","Airdrie","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:amount","25–75% off transit passes + Genesis Place recreation","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:summary","One income-tested application covering Airdrie transit passes and Genesis Place recreation, at 25%, 50% or 75% off depending on income.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:note","Unlike Red Deer or Medicine Hat, being on AISH does NOT qualify you automatically here — Airdrie goes purely on household income. AISH income is well under the line, so it's still worth applying; just expect to show income rather than an AISH card.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:applyUrl","https://www.airdrie.ca/index.cfm?serviceID=2414","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:source","https://www.airdrie.ca/index.cfm?serviceID=2157","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:requires[0]","airdrie","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","partial","ambiguous","Matcher predicate 'airdrie' is only a proxy; Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:requires[1]","lowIncomeOrDisabilityIncome","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","partial","ambiguous","Matcher predicate 'lowIncomeOrDisabilityIncome' is only a proxy; Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.about","The City of Airdrie's single low-income subsidy (formerly the Airdrie Participant Support Program). One application covers transit passes and Genesis Place recreation admissions, passes and registered programs. The discount is tiered: 75%, 50% or 25% depending where your household income falls against the low-income cut-off before tax.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.steps[0]","Apply online through the Airdrie Fair Access form — it's a one-step application.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.steps[1]","Show household income; the tier you land in (75 / 50 / 25%) is worked out from it.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.steps[2]","Call Community Links on 403-945-3900 if you want help with the form.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","manual","manual follow-up required","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.documents[0]","Proof of household income","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.documents[1]","Proof of an Airdrie address","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.tips[0]","Income up to 25% ABOVE the low-income cut-off still gets you the 25% tier — don't assume you earn too much.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.tips[1]","If you use Access Airdrie (paratransit), ask whether your subsidy applies to it — the program page doesn't say either way, so check rather than assume.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.time","Ask when you apply.","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","airdrie-fair-access","public/data.js:detail.phone","City of Airdrie: 403-948-8800 · Community Links: 403-945-3900","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","manual","manual follow-up required","Use household income only; DTC or inability to work is not proof of income. Confirm the Community Links phone from an official program source.","DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:name","Wood Buffalo LIFT (Low-Income Fare Transit)","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:level","Fort McMurray","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:amount","$10/month transit pass + 75% off SMART Bus + 60% off recreation","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:summary","A $10 monthly transit pass, 75% off specialized SMART Bus passes, and a separate 60% discount on regional recreation memberships.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:note","One of only two municipal programs here that discounts specialized (door-to-door) transit — the other is Lethbridge's Access-A-Ride. Your AISH statement is accepted as proof of income.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:applyUrl","https://forms.rmwb.ca/Community-Services/LIFT-Program-Application","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:source","https://www.rmwb.ca/LIFT","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:requires[0]","woodbuffalo","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","partial","ambiguous","Matcher predicate 'woodbuffalo' is only a proxy; Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:requires[1]","lowIncomeOrDisabilityIncome","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","partial","ambiguous","Matcher predicate 'lowIncomeOrDisabilityIncome' is only a proxy; Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.about","The Regional Municipality of Wood Buffalo's Low-Income Fare Transit program: a monthly conventional transit pass for $10, and 75% off 10- and 20-ride passes for the SMART Bus (the specialized service for seniors and people with mobility needs). Everyone in the household is covered by the one application. The Wood Buffalo Recreation Support Program is separate and gives 60% off memberships at Syncrude Sport and Wellness Centre, Regional Recreation Corporation facilities and Vista Ridge.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","no","outdated","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.steps[0]","Apply online for LIFT, or email community.services@rmwb.ca, or apply in person.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.steps[1]","Send your AISH statement as proof of income — it's accepted.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.steps[2]","Allow 7–10 business days for approval.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.steps[3]","For SMART Bus, buy the discounted 10- or 25-ride passes directly from the operator once you're approved.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.steps[4]","Ask about the Recreation Support Program separately — it's a different application.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.documents[0]","AISH statement (or other proof of household income)","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.documents[1]","Proof of a Wood Buffalo address","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.documents[2]","You must be 18 or older to apply","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.tips[0]","The income line here is generous — about $35,500 for one person, well above AISH.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.tips[1]","One application covers your partner and dependent children too, not just you.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.tips[2]","Call Pulse on 780-743-7000 if anything about the form is unclear.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
"BENEFITS","woodbuffalo-lift","public/data.js:detail.time","7–10 business days.","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","Use household income only and current 10-/25-ride Specialized Transit wording consistently.","ABFED-11; DATA-04; ABFED-15"
